"物理节点标识","平台","库表","目录描述原意","元数据匹配依据","写入关联任务","读取关联任务","写入关联任务数","读取关联任务数","图内角色","名称规则候选分类","已核代表条目","SQL词法筛查线索","无externalReads的写入关联任务","指标标签名称匹配候选","环境提示","解释状态"
"dataset:e1acd0f7bd73d03842b55c2d9879836ac242f4980ba0da82a5791890feeb8c2a","oceanbase","gfedw.tit_option_trd_detail","Titans期权交易明细","PHYSICAL_IDENTITY","214155","","1","0","图内未见后续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:533aa2f6dbd743ea566baf4d4e4077e8cf252653cd7adfb6b2d62d41a4ca44e3","hive","pdata_nds.t03_marg_comp_info_t0","融资融券合约信息T0","PHYSICAL_IDENTITY","220464;220509;220512","214294;216982","3","2","有写入且被继续读取","资金、保证金与运营分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:5aa25940c4413ee9bd067f5e7d74b0889c3b0f10d939bfb2e80fb6a40cf47f9e","hive","pdata_news_n.t02_rcc_exch_quot_s_pb","市场行情(RCC)(批次表)","PHYSICAL_IDENTITY","214752","214294;216955;216982","1","3","有写入且被继续读取","公共参数、行情与应用支撑","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1d3768bba2365032164856d6873a153fa63a87b603b483e21b6c007e4dc976af","hive","pdata_nds.tmr_drwt","两融委托与成交明细","PHYSICAL_IDENTITY","216759;216772","214294","2","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1758acbecfb12c1783c938f2ade69156c8d22b5989e131eaf666123a7443244d","hive","dm_otc_n.t0_trd_monitor_detail_each_source","T0交易监控数据统计表","PHYSICAL_IDENTITY","214294;216955;216982","215655;215805;216252","3","3","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ac02e2c170b785b76315f18529ec0714e946c6ba60f120e0d80b371b4dcf3d6f","hive","odata_n_sso.r_t_order_status_pb","","PHYSICAL_IDENTITY","214412","216421","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:979e3aaab6e9cb0316846c90f6a6d012e50f6295b302258db1d402e4a2fa5ff4","hive","odata_n_sso.t_t_order_status_pb","","PHYSICAL_IDENTITY","214413","216423","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:df45f3cb24723864dbb86208b52774b50669830827a20535e96b0bdbecad71d5","hive","dm_otc_n.nds_asharetypecode","资讯类型编码表","PHYSICAL_IDENTITY","214555","214543","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:cc16713a3b39385c95ab44449e6379d75e884fdada2cf5156767e7264b7e9738","hive","dm_otc_n.t02_bnd_major_evt","中国债券重大事件汇总","PHYSICAL_IDENTITY","214551","","1","0","图内未见后续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:3dea25e0df7e3d0de8e82d0b9b25324c1251ebe70c074d7b4f4c4fc4feb6be75","hive","dm_index_n.deri_actl_income","衍生品实收收入表","PHYSICAL_IDENTITY","214722","","1","0","图内未见后续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ed0de744b1ded9db6253cbc3fce983a3e8f043dae1111c551c18a89c9b5a9b06","mysql","yy_valuation_core.bd_fi_bond","债券信息","PHYSICAL_IDENTITY","","214739;223660","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c3353bc647d3ee6b02ec21539e11b9561c8f62eade18fdeacfac53ef9c80151c","hive","odata_n_fia.y_bd_fi_bond","","PHYSICAL_IDENTITY","214739","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:806ba33b825bae5b2428e7b742739d0254c2d1a54836398689d370f7398c56f9","oracle","titans_dm.trd_fast_trs_event","极速互换存续期事件表","PHYSICAL_IDENTITY","","214749;233001","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e4d2764195268fad642ade8cef40044c5126d5f3d451c0ce9dda520a55d70cad","hive","odata_n_tit.d_trd_fast_trs_event","极速互换存续期事件表","PHYSICAL_IDENTITY","214749","215630;216458","1","2","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6ebe4d88cfc2f02c1c0f5932bc209d594f6d053d73272902bca7b45c8c94a935","hive","odata_n_rcc.u_price_p","","PHYSICAL_IDENTITY","","214752","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:0b6a5d50b57ab8724974cdaaa7896e24943f197f5c0f6bfe7404f7967137c64c","hive","cboas.acbas_yss.biz_pro_tenant","","NONE","","214753","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:012fe62ba4a125dd41f2f011f32f1185e690f921cf81583b5fa17719d8423ee5","mysql","yy_valuation_core.bd_fi_stock","股票信息","PHYSICAL_IDENTITY","","214818;223650","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:a425014e1ba4408172e2270006c21cfb7b35d4ebb32da3d3f6b5965e1bb153aa","hive","odata_n_fia.y_bd_fi_stock","","PHYSICAL_IDENTITY","214818","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:129eebed4b9f6bcb5be68122784dd7fd9d15adfc8f62f1268fe7736bd0b687cd","mysql","yy_valuation_core.bd_fi_fund","基金信息表","PHYSICAL_IDENTITY","","214819;223666","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:eea24b4d848eeab909b2f48f4f316bcd9d9ccc632ab24c9e0bf49546e8d31cb0","hive","odata_n_fia.y_bd_fi_fund","","PHYSICAL_IDENTITY","214819","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8f786694dc1cd34e06090ddf5e1ad7f3fad71a74942a13066bb4ea0ac629f637","mysql","yy_valuation_core.bd_fi_equity","股权信息","PHYSICAL_IDENTITY","","214820;223673","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:63fbaf201e7cc1ba0357f64b99cc4c563ac92e342e7625c1221a245f6f6d899f","hive","odata_n_fia.y_bd_fi_equity","","PHYSICAL_IDENTITY","214820","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f9749e03981045092926002be68ddbd2e50da0c79f63bd21a03290d8b42b3ab9","mysql","yy_valuation_core.bd_fi_stock_rt","限售股档案表","PHYSICAL_IDENTITY","","214821;223677","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:87a5187763f23cabd5d7dc8873e6d84ff9ea1d1739ee009eaa028f3a341b2f3e","hive","odata_n_fia.y_bd_fi_stock_rt","","PHYSICAL_IDENTITY","214821","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:03046cb36b5a9a250e3950fb6a9bf19437787fad766e5f94aa1b7eb6c32d09e7","mysql","yy_valuation_core.bdv_instrument","金融工具总表","PHYSICAL_IDENTITY","","214831","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:754dd6fc53b5b037810513a1931c8976ee757fbd0966727a97c786aeaaa55df1","hive","odata_n_fia.y_bdv_instrument","","PHYSICAL_IDENTITY","214831","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:b1cc36beb615cfbc2a95527b57657fa200bb93b7b6801c34632d37ed3fa65f95","oracle","titans_refdata.cfg_ice_listedoption","ICE场内期权配置表","PHYSICAL_IDENTITY","","215229","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:17f4585abaca14f30f9e28bb995d4e9f828378ad3b9084869caaf713c85d0ed0","hive","odata_n_tit.r_cfg_ice_listedoption","","PHYSICAL_IDENTITY","215229","218469","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:5bd6a0141d103194ecf97b92647e8db63f37c2410875c97fa2767eb1b1fea148","oracle","titans_dm.v_report_margin_a1020","","PHYSICAL_IDENTITY","","215546","0","1","仅见读取","资金、保证金与运营分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c1d2559ae8c00e6aa39867d640a167d894df10a6c9e83ee41012131f6f3fa263","hive","dm_hk_n.info_trd_fast_trs_event_day","极速互换存续期事件","PHYSICAL_IDENTITY","215630","215631;226506","1","2","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d279190c4316f2bb7428f2714d5a59bac740996216ff3b1829c0ad08615dc336","starrocks","ods_titans.trd_fast_trs_event","极速互换存续期事件表","PHYSICAL_IDENTITY","215631;245058","","2","0","图内未见后续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f29216fd6b81bcb84bd5e24f1a520956d4a4405aca1abf063e84f6eb7ebe5758","postgre","gfedw.t0_trd_monitor_detail_each_source","【所属柜台&客户&证券】T0交易监控数据统计表","PHYSICAL_IDENTITY","215655","","1","0","图内未见后续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:b8b69eb57998bf91e49a915d28ae088e54be62bcf3e8e4284327e640b83ba074","hive","dm_otc_n.t02_fur_mkt_quot","期货日行情","PHYSICAL_IDENTITY","215671","","1","0","图内未见后续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c481e6924aad6778cda09f9e54da71360f203456c9a50937395ab775a5506b4c","hive","dm_otc_n.t02_ira_indx_info","银行间市场基准利率参考指标","PHYSICAL_IDENTITY","215676;234231","216480","2","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d11ebd72ef8eac8ae0ca2afe5c7ae5b0ef17d6f727f282163e2325a4406766a5","hive","dm_fms_n.adm_v_risk_daily_bundle_margin","每日组合履保计算结果","PHYSICAL_IDENTITY","215700","217643","1","1","有写入且被继续读取","资金、保证金与运营分析;持仓、风险与盈亏分析","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:231beb4742672bdb4f58e21699016c6a0113599f59051ccec1de46e35dd20540","postgre","gfedw.t0_trd_monitor_detail","【客户&证券】T0交易监控数据统计表","PHYSICAL_IDENTITY","215805","","1","0","图内未见后续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:dd8d31bd53c8ff12099f44f5ea1f44d46c2a6209850d4e3225a96295c544e3da","oracle","titans_dm.pos_eod_fx_exposure","日终外汇敞口||POS_EOD_FX_EXPOSURE","PHYSICAL_IDENTITY","","215871","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:007c9e6dd7c2e0d6b1e272329b9ac23ba78c452aa30cfbe2d13b73dc20b41450","hive","odata_n_tit.d_pos_eod_fx_exposure","日终外汇敞口||POS_EOD_FX_EXPOSURE","PHYSICAL_IDENTITY","215871","219358","1","1","有写入且被继续读取","持仓、风险与盈亏分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:910439166d86593d1a27c52fcb9a21da927be8bae574ca69e93ddfe9e31144f9","hive","dm_otc_n.t02_scr_marg_det","A股融资融券交易明细","PHYSICAL_IDENTITY","215886","","1","0","图内未见后续读取","资金、保证金与运营分析","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:06a13a9ca6daf02800134d29ddcfb5647c2a56249f9c15a810dd8a09e73136e6","hive","dm_otc_n.t02_scr_marg_sum","A股融资融券交易汇总","PHYSICAL_IDENTITY","215891","","1","0","图内未见后续读取","资金、保证金与运营分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:dcf0225a661c63cb13b722d4562a1e931ff3fe06c0fa111bea61a9e60b6d3f8c","mysql","yy_valuation_core.bd_fi_comm","商品信息表","PHYSICAL_IDENTITY","","215962","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2229c98ba4828df12f63332bfda63f1ee97cb87313073cf86d80182b9a01a921","hive","odata_n_fia.y_bd_fi_comm","","PHYSICAL_IDENTITY","215962","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c76f297c01764c7590cf03fc20bc73c57edddb5667e8384c7d4410eaa0a8572d","mysql","yy_valuation_core.bd_fi_repo","回购信息","PHYSICAL_IDENTITY","","215966","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:486d1607908f8b1f0a5581e4442f252dee2bafed76ac009c38ec912487f5c506","hive","odata_n_fia.y_bd_fi_repo","","PHYSICAL_IDENTITY","215966","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d9713937a3abd323391a846e27f7a65b4ecbca8ab275f7e815a8cf72c3d655ba","hive","yy_valuation_core.bd_fi_icv","","NONE","","215971","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:afce692a6b636b32faae72598f3c41753131e78955282c138b749ea3bebcd497","hive","odata_n_fia.y_bd_fi_icv","","PHYSICAL_IDENTITY","215971","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f6aa69025e65257329b1ced04100a9421d295c2e021f076b6b53f60388577542","mysql","yy_valuation_core.bd_fi_futures","期货信息表","PHYSICAL_IDENTITY","","215973","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:086750a087e12d32640743b1aaf8867b999d45df90699c94f065dde2b6d568d0","hive","odata_n_fia.y_bd_fi_futures","","PHYSICAL_IDENTITY","215973","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:75204c517b310dff6cd136007efbe3fabaa2cea0c4bacf69721e9f6336ab72e9","mysql","yy_valuation_core.bd_fi_index","指数信息","PHYSICAL_IDENTITY","","216040","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:cbf9b9a8d7355fc4674ba3ac4000190aff5efff333790564e5919e6b39ab1dcb","hive","odata_n_fia.y_bd_fi_index","","PHYSICAL_IDENTITY","216040","217719","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:41692a028857be34932287ad93f88b52c24d95d2568c46cce7135661fac542eb","mysql","yy_valuation_core.bd_fi_cp","票据信息","PHYSICAL_IDENTITY","","216060","0","1","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
